City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Year
peyongchang,biathlon,biathlon,arnd peiffer,ger,men,10km,gold,2018
peyongchang,biathlon,biathlon,michal krcmar,cze,men,10km,silver,2018
peyongchang,biathlon,biathlon,dominik windisch,ita,men,10km,bronze,2018
peyongchang,biathlon,biathlon,martin fourcade,fra,men,12.5km pursuit,gold,2018
peyongchang,biathlon,biathlon,sebastian samuelsson,swe,men,12.5km pursuit,silver,2018
peyongchang,biathlon,biathlon,benedikt doll,ger,men,12.5km pursuit,bronze,2018
peyongchang,biathlon,biathlon,johannes thingnes boe,nor,men,15km mass start,gold,2018
peyongchang,biathlon,biathlon,jakov fak,slo,men,15km mass start,silver,2018
peyongchang,biathlon,biathlon,dominik landertinger,aut,men,15km mass start,bronze,2018
peyongchang,biathlon,biathlon,johannes thingnes boe,nor,men,20km,gold,2018
peyongchang,biathlon,biathlon,jakov fak,slo,men,20km,silver,2018
peyongchang,biathlon,biathlon,dominik landertinger,aut,men,20km,bronze,2018
peyongchang,biathlon,biathlon,peppe femling,swe,men,4x7.5km relay,gold,2018
peyongchang,biathlon,biathlon,jesper nelin,swe,men,4x7.5km relay,gold,2018
peyongchang,biathlon,biathlon,sebastian samuelsson,swe,men,4x7.5km relay,gold,2018
peyongchang,biathlon,biathlon,fredrik lindstroem,swe,men,4x7.5km relay,gold,2018
peyongchang,biathlon,biathlon,lars helge birkeland,nor,men,4x7.5km relay,silver,2018
peyongchang,biathlon,biathlon,tarjei boe,nor,men,4x7.5km relay,silver,2018
peyongchang,biathlon,biathlon,johannes thingnes boe,nor,men,4x7.5km relay,silver,2018
peyongchang,biathlon,biathlon,emil hegle svendsen,nor,men,4x7.5km relay,silver,2018
peyongchang,biathlon,biathlon,erik lesser,ger,men,4x7.5km relay,bronze,2018
peyongchang,biathlon,biathlon,benedikt doll,ger,men,4x7.5km relay,bronze,2018
peyongchang,biathlon,biathlon,arnd peiffer,ger,men,4x7.5km relay,bronze,2018
peyongchang,biathlon,biathlon,simon schempp,ger,men,4x7.5km relay,bronze,2018
peyongchang,biathlon,biathlon,simon desthieux,fra,men,relay mix,gold,2018
peyongchang,biathlon,biathlon,martin fourcade,fra,men,relay mix,gold,2018
peyongchang,biathlon,biathlon,johannes thingnes boe,nor,men,relay mix,silver,2018
peyongchang,biathlon,biathlon,emil hegle svendsen,nor,men,relay mix,silver,2018
peyongchang,biathlon,biathlon,lukas hofer,ita,men,relay mix,bronze,2018
peyongchang,biathlon,biathlon,dominik windisch,ita,men,relay mix,bronze,2018
peyongchang,biathlon,biathlon,laura dahlmeier,ger,women,10km pursuit,gold,2018
peyongchang,biathlon,biathlon,anastasiya kuzmina,svk,women,10km pursuit,silver,2018
peyongchang,biathlon,biathlon,anais bescond,fra,women,10km pursuit,bronze,2018
peyongchang,biathlon,biathlon,anastasiya kuzmina,svk,women,12.5km mass start,gold,2018
peyongchang,biathlon,biathlon,darya domracheva,blr,women,12.5km mass start,silver,2018
peyongchang,biathlon,biathlon,tiril eckhoff,nor,women,12.5km mass start,bronze,2018
peyongchang,biathlon,biathlon,hanna oeberg,swe,women,15km,gold,2018
peyongchang,biathlon,biathlon,anastasiya kuzmina,svk,women,15km,silver,2018
peyongchang,biathlon,biathlon,laura dahlmeier,ger,women,15km,bronze,2018
peyongchang,biathlon,biathlon,nadezhda skardino,blr,women,4x6km relay,gold,2018
peyongchang,biathlon,biathlon,iryna kryuko,blr,women,4x6km relay,gold,2018
peyongchang,biathlon,biathlon,dzinara alimbekava,blr,women,4x6km relay,gold,2018
peyongchang,biathlon,biathlon,darya domracheva,blr,women,4x6km relay,gold,2018
peyongchang,biathlon,biathlon,linn persson,swe,women,4x6km relay,silver,2018
peyongchang,biathlon,biathlon,mona brorsson,swe,women,4x6km relay,silver,2018
peyongchang,biathlon,biathlon,anna magnusson,swe,women,4x6km relay,silver,2018
peyongchang,biathlon,biathlon,hanna oeberg,swe,women,4x6km relay,silver,2018
peyongchang,biathlon,biathlon,anais chevalier,fra,women,4x6km relay,bronze,2018
peyongchang,biathlon,biathlon,marie dorin habert,fra,women,4x6km relay,bronze,2018
peyongchang,biathlon,biathlon,justine braisaz,fra,women,4x6km relay,bronze,2018
peyongchang,biathlon,biathlon,anais bescond,fra,women,4x6km relay,bronze,2018
peyongchang,biathlon,biathlon,laura dahlmeier,ger,women,7.5km,gold,2018
peyongchang,biathlon,biathlon,marte olsbu,nor,women,7.5km,silver,2018
peyongchang,biathlon,biathlon,veronika vitkova,cze,women,7.5km,bronze,2018
peyongchang,biathlon,biathlon,marie dorin habert,fra,women,relay mix,gold,2018
peyongchang,biathlon,biathlon,anais bescond,fra,women,relay mix,gold,2018
peyongchang,biathlon,biathlon,marte olsbu,nor,women,relay mix,silver,2018
peyongchang,biathlon,biathlon,tiril eckhoff,nor,women,relay mix,silver,2018
peyongchang,biathlon,biathlon,lisa vittozzi,ita,women,relay mix,bronze,2018
peyongchang,biathlon,biathlon,dorothea wierer,ita,women,relay mix,bronze,2018
peyongchang,bobsleigh,bobsleigh,francisco friedrich,ger,men,four-man,gold,2018
peyongchang,bobsleigh,bobsleigh,candy bauer,ger,men,four-man,gold,2018
peyongchang,bobsleigh,bobsleigh,martin grothkopp,ger,men,four-man,gold,2018
peyongchang,bobsleigh,bobsleigh,thorsten margis,ger,men,four-man,gold,2018
peyongchang,bobsleigh,bobsleigh,won junyong,kor,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,jun junglin,kor,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,seo youngwoo,kor,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,kim donghyun,kor,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,nico walther,ger,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,kevin kuske,ger,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,alexander roediger,ger,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,eric franke,ger,men,four-man,silver,2018
peyongchang,bobsleigh,bobsleigh,justin kripps,can,men,two-man,gold,2018
peyongchang,bobsleigh,bobsleigh,alexander kopacz,can,men,two-man,gold,2018
peyongchang,bobsleigh,bobsleigh,francesco friedrich,ger,men,two-man,silver,2018
peyongchang,bobsleigh,bobsleigh,thorsten margis,ger,men,two-man,silver,2018
peyongchang,bobsleigh,bobsleigh,oskars melbardis,lat,men,two-man,bronze,2018
peyongchang,bobsleigh,bobsleigh,janis strenga,lat,men,two-man,bronze,2018
peyongchang,bobsleigh,bobsleigh,mariama jamanka,ger,women,two-woman,gold,2018
peyongchang,bobsleigh,bobsleigh,lisa buckwitz,ger,women,two-woman,gold,2018
peyongchang,bobsleigh,bobsleigh,elana meyers taylor,usa,women,two-woman,silver,2018
peyongchang,bobsleigh,bobsleigh,lauren gibbs,usa,women,two-woman,silver,2018
peyongchang,bobsleigh,bobsleigh,kaillie humphries,can,women,two-woman,bronze,2018
peyongchang,bobsleigh,bobsleigh,phylicia george,can,women,two-woman,bronze,2018
peyongchang,bobsleigh,skeleton,yun sungbin,kor,men,individual,gold,2018
peyongchang,bobsleigh,skeleton,nikita tregubov,rus,men,individual,silver,2018
peyongchang,bobsleigh,skeleton,dom parsons,gbr,men,individual,bronze,2018
peyongchang,bobsleigh,skeleton,lizzy yarnold,gbr,women,individual,gold,2018
peyongchang,bobsleigh,skeleton,jacqueline loelling,ger,women,individual,silver,2018
peyongchang,bobsleigh,skeleton,laura deas,gbr,women,individual,bronze,2018
peyongchang,curling,curling,john shuster,usa,men,curling,gold,2018
peyongchang,curling,curling,tyler george,usa,men,curling,gold,2018
peyongchang,curling,curling,matt hamilton,usa,men,curling,gold,2018
peyongchang,curling,curling,john landsteiner,usa,men,curling,gold,2018
peyongchang,curling,curling,joe polo,usa,men,curling,gold,2018
peyongchang,curling,curling,niklas edin,swe,men,curling,silver,2018
peyongchang,curling,curling,oskar eriksson,swe,men,curling,silver,2018
peyongchang,curling,curling,rasmus wranaa,swe,men,curling,silver,2018
peyongchang,curling,curling,christoffer sundgren,swe,men,curling,silver,2018
peyongchang,curling,curling,henrik leek,swe,men,curling,silver,2018
peyongchang,curling,curling,benoit schwarz,sui,men,curling,bronze,2018
peyongchang,curling,curling,claudio paetz,sui,men,curling,bronze,2018
peyongchang,curling,curling,peter de cruz,sui,men,curling,bronze,2018
peyongchang,curling,curling,valentin tanner,sui,men,curling,bronze,2018
peyongchang,curling,curling,dominik maerki,sui,men,curling,bronze,2018
peyongchang,curling,curling,anna hasselborg,swe,women,curling,gold,2018
peyongchang,curling,curling,sara mcmanus,swe,women,curling,gold,2018
peyongchang,curling,curling,agnes knochenhauer,swe,women,curling,gold,2018
peyongchang,curling,curling,sofia mabergs,swe,women,curling,gold,2018
peyongchang,curling,curling,jennie waahlin,swe,women,curling,gold,2018
peyongchang,curling,curling,kim eunjung,kor,women,curling,silver,2018
peyongchang,curling,curling,kim kyeongae,kor,women,curling,silver,2018
peyongchang,curling,curling,kim seonyeong,kor,women,curling,silver,2018
peyongchang,curling,curling,kim yeongmi,kor,women,curling,silver,2018
peyongchang,curling,curling,kim chohi,kor,women,curling,silver,2018
peyongchang,curling,curling,satsuki fujisawa,jpn,women,curling,bronze,2018
peyongchang,curling,curling,chinami yoshida,jpn,women,curling,bronze,2018
peyongchang,curling,curling,yumi suzuki,jpn,women,curling,bronze,2018
peyongchang,curling,curling,yurika yoshida,jpn,women,curling,bronze,2018
peyongchang,curling,curling,mari motohashi,jpn,women,curling,bronze,2018
peyongchang,ice hockey,ice hockey,artyom zub,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,vladislav gavrikov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,ivan telegin,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,sergei mozyakin,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,sergei andronov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,pavel datsyuk,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,sergei kalinin,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,mikhail grigorenko,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,vyacheslav voinov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,andrei zubarev,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,ilya kablukov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,igor shestyorkin,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,ilya sorokin,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,yegor yakovlev,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,sergei shirokov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,alexei marchenko,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,bogdan kiselevich,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,ilya kovalchuk,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,nikolai prokhorkin,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,kirill kaprizov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,vasili koshechkin,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,vadim shipachyov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,nikita nesterov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,alexander barabanov,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,nikita gusev,rus,men,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,daryl boyle,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,christian ehrhoff,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,brooks macek,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,marcus kink,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,matthias plachta,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,frank mauer,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,danny aus den birken,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,yannic seidenberg,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,patrick reimer,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,bjorn krupp,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,jonas muller,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,yasin ehliz,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,gerrit fauser,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,dennis endras,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,frank hordler,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,patrick hager,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,timo pielmeier,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,felix schutz,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,marcel goc,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,dominik kahun,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,sinan akdag,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,leonhard pfoderl,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,david wolf,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,moritz muller,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,marcel noebels,ger,men,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,karl stollery,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,chris lee,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,chay genoway,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,gilbert brule,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,wojtek wolski,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,derek roy,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,chris kelly,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,rob klinkhammer,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,brandon kozun,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,quinton howden,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,rene bourque,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,marc-andre gragnani,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,andrew ebbett,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,mason raymond,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,eric o'dell,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,stefan elliott,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,cody goloubef,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,ben scrivens,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,kevin poulin,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,justin peters,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,mat robinson,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,maxim lapierre,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,maxim noreau,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,linden vey,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,christian thomas,can,men,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,lee stecklein,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,cayla barnes,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,megan keller,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,kali flanagan,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,monique lamoureux-morando,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,emily pfalzer,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,meghan duggan,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,haley skarupa,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,kelly pannek,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,brianna decker,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,jocelyne lamoureux-davidson,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,gigi marvin,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,hannah brandt,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,hilary knight,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,kacey bellamy,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,sidney morin,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,dani cameranesi,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,kendall coyne,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,amanda kessel,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,nicole hensley,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,alex rigsby,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,maddie rooney,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,amanda pelkey,usa,women,ice hockey,gold,2018
peyongchang,ice hockey,ice hockey,shannon szabados,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,meghan agosta,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,jocelyne larocque,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,brigette lacquette,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,lauriane rougeau,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,rebecca johnston,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,laura stacey,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,laura fortino,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,jennifer wakefield,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,jillian saulnier,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,meaghan mikkelson,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,renata fast,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,melodie daoust,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,bailey bram,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,brianne jenner,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,sarah nurse,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,haley irwin,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,natalie spooner,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,emily clark,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,marie-philip poulin,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,genevieve lacasse,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,ann-renee desbiens,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,blayre turnbull,can,women,ice hockey,silver,2018
peyongchang,ice hockey,ice hockey,eveliina suonpaa,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,isa rahunen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,rosa lindstedt,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,jenni hiirikoski,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,mira jalosuo,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,ella viitasuo,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,venla hovi,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,linda valimaki,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,annina rajahuhta,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,riikka valila,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,minnamari tuominen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,meeri raisanen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,petra nieminen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,emma nuutinen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,sanni hakala,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,noora tulus,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,sara sakkinen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,saila saari,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,michelle karvinen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,noora raty,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,tanja niskanen,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,susanna tapani,fin,women,ice hockey,bronze,2018
peyongchang,ice hockey,ice hockey,ronja savolainen,fin,women,ice hockey,bronze,2018
peyongchang,luge,luge,tobias wendl,ger,men,doubles,gold,2018
peyongchang,luge,luge,tobias arlt,ger,men,doubles,gold,2018
peyongchang,luge,luge,peter penz,aut,men,doubles,silver,2018
peyongchang,luge,luge,georg fischler,aut,men,doubles,silver,2018
peyongchang,luge,luge,toni eggert,ger,men,doubles,bronze,2018
peyongchang,luge,luge,sascha benecken,ger,men,doubles,bronze,2018
peyongchang,luge,luge,johannes ludwig,ger,men,mixed relay,gold,2018
peyongchang,luge,luge,tobias wendl,ger,men,mixed relay,gold,2018
peyongchang,luge,luge,tobias arlt,ger,men,mixed relay,gold,2018
peyongchang,luge,luge,sam edney,can,men,mixed relay,silver,2018
peyongchang,luge,luge,tristan walker,can,men,mixed relay,silver,2018
peyongchang,luge,luge,justin snith,can,men,mixed relay,silver,2018
peyongchang,luge,luge,david gleirscher,aut,men,mixed relay,bronze,2018
peyongchang,luge,luge,peter penz,aut,men,mixed relay,bronze,2018
peyongchang,luge,luge,georg fischler,aut,men,mixed relay,bronze,2018
peyongchang,luge,luge,david gleirscher,aut,men,singles,gold,2018
peyongchang,luge,luge,chris mazdzer,usa,men,singles,silver,2018
peyongchang,luge,luge,johannes ludwig,ger,men,singles,bronze,2018
peyongchang,luge,luge,natalie geisenberger,ger,men,mixed relay,gold,2018
peyongchang,luge,luge,alex gough,can,men,mixed relay,silver,2018
peyongchang,luge,luge,madeleine egle,aut,men,mixed relay,bronze,2018
peyongchang,luge,luge,natalie geisenberger,ger,women,singles,gold,2018
peyongchang,luge,luge,dajana eitberger,ger,women,singles,silver,2018
peyongchang,luge,luge,alex gough,can,women,singles,bronze,2018
peyongchang,skating,figure skating,scott moir,can,men,ice dancing,gold,2018
peyongchang,skating,figure skating,guillaume cizeron,fra,men,ice dancing,silver,2018
peyongchang,skating,figure skating,alex shibutani,usa,men,ice dancing,bronze,2018
peyongchang,skating,figure skating,yuzuru hanyu,jpn,men,individual,gold,2018
peyongchang,skating,figure skating,shoma uno,jpn,men,individual,silver,2018
peyongchang,skating,figure skating,javier fernandez,spa,men,individual,bronze,2018
peyongchang,skating,figure skating,bruno massot,ger,men,pairs,gold,2018
peyongchang,skating,figure skating,cong han,chn,men,pairs,silver,2018
peyongchang,skating,figure skating,eric radford,can,men,pairs,bronze,2018
peyongchang,skating,figure skating,patrick chan,can,men,team,gold,2018
peyongchang,skating,figure skating,andrew poje,can,men,team,gold,2018
peyongchang,skating,figure skating,charlie bilodeau,can,men,team,gold,2018
peyongchang,skating,figure skating,eric radford,can,men,team,gold,2018
peyongchang,skating,figure skating,keegan messing,can,men,team,gold,2018
peyongchang,skating,figure skating,michael marinaro,can,men,team,gold,2018
peyongchang,skating,figure skating,paul poirier,can,men,team,gold,2018
peyongchang,skating,figure skating,scott moir,can,men,team,gold,2018
peyongchang,skating,figure skating,dmitri aliev,rus,men,team,silver,2018
peyongchang,skating,figure skating,alexander enbert,rus,men,team,silver,2018
peyongchang,skating,figure skating,alexei rogonov,rus,men,team,silver,2018
peyongchang,skating,figure skating,dmitri soloviev,rus,men,team,silver,2018
peyongchang,skating,figure skating,jonathan guerreiro,rus,men,team,silver,2018
peyongchang,skating,figure skating,mikhail kolyada,rus,men,team,silver,2018
peyongchang,skating,figure skating,vladimir morozov,rus,men,team,silver,2018
peyongchang,skating,figure skating,nathan chen,usa,men,team,bronze,2018
peyongchang,skating,figure skating,adam rippon,usa,men,team,bronze,2018
peyongchang,skating,figure skating,alex shibutani,usa,men,team,bronze,2018
peyongchang,skating,figure skating,chris knierim,usa,men,team,bronze,2018
peyongchang,skating,figure skating,evan bates,usa,men,team,bronze,2018
peyongchang,skating,figure skating,zachary donohue,usa,men,team,bronze,2018
peyongchang,skating,figure skating,vincent zhou,usa,men,team,bronze,2018
peyongchang,skating,figure skating,tessa virtue,can,women,ice dancing,gold,2018
peyongchang,skating,figure skating,gabriella papadakis,fra,women,ice dancing,silver,2018
peyongchang,skating,figure skating,maia shibutani,usa,women,ice dancing,bronze,2018
peyongchang,skating,figure skating,alina zagitova,rus,women,individual,gold,2018
peyongchang,skating,figure skating,evgenia medvedeva,rus,women,individual,silver,2018
peyongchang,skating,figure skating,kaetlyn osmond,can,women,individual,bronze,2018
peyongchang,skating,figure skating,aljona savchenko,ger,women,pairs,gold,2018
peyongchang,skating,figure skating,wenjing sui,chn,women,pairs,silver,2018
peyongchang,skating,figure skating,meagan duhamel,can,women,pairs,bronze,2018
peyongchang,skating,figure skating,julianne seguin,can,women,team,gold,2018
peyongchang,skating,figure skating,kaitlyn weaver,can,women,team,gold,2018
peyongchang,skating,figure skating,kirsten moore-towers,can,women,team,gold,2018
peyongchang,skating,figure skating,meagan duhamel,can,women,team,gold,2018
peyongchang,skating,figure skating,piper gilles,can,women,team,gold,2018
peyongchang,skating,figure skating,tessa virtue,can,women,team,gold,2018
peyongchang,skating,figure skating,larkyn austman,can,women,team,gold,2018
peyongchang,skating,figure skating,gabrielle daleman,can,women,team,gold,2018
peyongchang,skating,figure skating,kaetlyn osmond,can,women,team,gold,2018
peyongchang,skating,figure skating,ekaterina bobrova,rus,women,team,silver,2018
peyongchang,skating,figure skating,evgenia tarasova,rus,women,team,silver,2018
peyongchang,skating,figure skating,kristina astakhova,rus,women,team,silver,2018
peyongchang,skating,figure skating,natalia zabiiako,rus,women,team,silver,2018
peyongchang,skating,figure skating,tiffani zagorski,rus,women,team,silver,2018
peyongchang,skating,figure skating,evgenia medvedeva,rus,women,team,silver,2018
peyongchang,skating,figure skating,maria sotskova,rus,women,team,silver,2018
peyongchang,skating,figure skating,alina zagitova,rus,women,team,silver,2018
peyongchang,skating,figure skating,alexa scimeca knierim,usa,women,team,bronze,2018
peyongchang,skating,figure skating,madison chock,usa,women,team,bronze,2018
peyongchang,skating,figure skating,madison hubbell,usa,women,team,bronze,2018
peyongchang,skating,figure skating,maia shibutani,usa,women,team,bronze,2018
peyongchang,skating,figure skating,karen chen,usa,women,team,bronze,2018
peyongchang,skating,figure skating,mirai nagasu,usa,women,team,bronze,2018
